EpochTime,X,Y,Z,ClockBias,HDOP,VDOP,PDOP,GDOP
524032.000000,-1641890.257098,-3664877.890410,4939967.259737,0.163247,0.932577,1.133141,1.467552,1.609704
524033.000000,-1641890.398092,-3664877.569119,4939967.757493,0.222807,0.932540,1.133041,1.467452,1.609584
524034.000000,-1641890.510460,-3664878.064567,4939967.237739,-0.054722,0.932503,1.132942,1.467351,1.609464
524036.000000,-1641890.354314,-3664877.305613,4939966.855428,0.505075,0.932430,1.132742,1.467150,1.609224
524037.000000,-1641890.368427,-3664878.057959,4939967.752443,-0.061569,0.932393,1.132642,1.467049,1.609103
524038.000000,-1641890.273653,-3664877.600571,4939967.474099,0.196952,0.932356,1.132542,1.466949,1.608983
524039.000000,-1641890.216334,-3664878.005881,4939967.721838,-0.093053,0.932319,1.132442,1.466848,1.608863
524041.000000,-1641889.786713,-3664877.924720,4939967.351889,-0.023091,0.932246,1.132241,1.466647,1.608622
524042.000000,-1641890.163838,-3664877.770176,4939967.762300,0.032678,0.932209,1.132141,1.466546,1.608501
524043.000000,-1641889.867337,-3664877.883084,4939967.565737,0.070500,0.932172,1.132041,1.466445,1.608381
524044.000000,-1641889.757948,-3664878.047959,4939967.021552,0.237692,0.932135,1.131940,1.466344,1.608260
524046.000000,-1641890.353820,-3664878.274802,4939967.491322,-0.357511,0.932061,1.131740,1.466142,1.608018
524047.000000,-1641890.251988,-3664878.338161,4939967.180318,0.085197,0.932024,1.131639,1.466041,1.607898
524048.000000,-1641890.589213,-3664878.245165,4939967.137228,-0.004513,0.931987,1.131539,1.465940,1.607777
524051.000000,-1641891.636337,-3664875.725987,4939966.180867,1.324937,0.912357,1.034549,1.379379,1.493550
524052.000000,-1641891.258062,-3664875.880491,4939966.369706,1.281196,0.912328,1.034517,1.379336,1.493499
524053.000000,-1641891.185213,-3664875.603482,4939965.953806,1.628348,0.912299,1.034484,1.379292,1.493447
524055.000000,-1641891.150019,-3664875.749750,4939965.563582,1.693963,0.912241,1.034419,1.379205,1.493343
524056.000000,-1641891.134499,-3664875.870109,4939966.074517,1.470253,0.912212,1.034386,1.379161,1.493292
524057.000000,-1641890.915090,-3664875.497486,4939966.428815,1.567126,0.912183,1.034353,1.379117,1.493240
524058.000000,-1641890.701809,-3664874.969212,4939965.923927,2.144189,0.912154,1.034320,1.379073,1.493188
524060.000000,-1641890.896703,-3664875.728067,4939966.349477,1.615385,0.912096,1.034254,1.378985,1.493083
524061.000000,-1641890.791617,-3664875.681657,4939965.874576,1.679054,0.912067,1.034221,1.378941,1.493031
524062.000000,-1641890.522768,-3664874.919105,4939965.871182,2.107242,0.912038,1.034188,1.378897,1.492979
524063.000000,-1641890.311434,-3664874.908879,4939965.910625,2.142976,0.912008,1.034155,1.378853,1.492927
524065.000000,-1641890.497331,-3664874.819916,4939965.899382,2.287927,0.911950,1.034088,1.378764,1.492822
524066.000000,-1641890.442250,-3664874.017252,4939965.704054,2.618044,0.911921,1.034055,1.378720,1.492769
524067.000000,-1641890.391655,-3664874.005284,4939965.350750,2.894775,0.911892,1.034021,1.378676,1.492717
524068.000000,-1641890.177335,-3664877.596315,4939967.164856,0.345947,0.931246,1.129519,1.463910,1.605350
524070.000000,-1641890.155552,-3664877.484500,4939967.329744,0.191276,0.931171,1.129316,1.463706,1.605107
524071.000000,-1641890.283559,-3664877.791551,4939967.814236,-0.028770,0.931134,1.129214,1.463604,1.604985
524072.000000,-1641890.222707,-3664877.977811,4939967.488484,0.013945,0.931097,1.129113,1.463502,1.604863
524074.000000,-1641890.616584,-3664878.327324,4939967.864260,-0.067152,0.931022,1.128909,1.463297,1.604619
524075.000000,-1641890.189044,-3664878.350276,4939967.436972,-0.112797,0.930985,1.128808,1.463195,1.604497
524076.000000,-1641890.368218,-3664878.215686,4939967.756647,-0.259349,0.930948,1.128706,1.463093,1.604374
524077.000000,-1641890.738088,-3664878.524708,4939967.378428,-0.214066,0.930910,1.128604,1.462991,1.604252
524079.000000,-1641890.128897,-3664877.862117,4939967.682764,0.185958,0.930836,1.128400,1.462786,1.604008
524080.000000,-1641890.155578,-3664878.307979,4939967.387410,-0.235535,0.930799,1.128298,1.462683,1.603885
524081.000000,-1641890.340991,-3664878.551738,4939966.881593,0.021089,0.930761,1.128196,1.462581,1.603763
524082.000000,-1641890.398317,-3664878.511411,4939967.447555,-0.249722,0.930724,1.128094,1.462479,1.603641
524084.000000,-1641891.046436,-3664875.493210,4939966.147434,1.643215,0.911393,1.033443,1.377912,1.491813
524085.000000,-1641890.808190,-3664875.256568,4939965.694352,2.159699,0.911363,1.033409,1.377867,1.491759
524086.000000,-1641890.604092,-3664875.632343,4939965.696323,1.914840,0.911333,1.033374,1.377821,1.491706
524087.000000,-1641890.628320,-3664875.576699,4939965.782938,1.930963,0.911304,1.033340,1.377776,1.491652
524089.000000,-1641890.250818,-3664875.382874,4939965.866872,2.048214,0.911245,1.033270,1.377685,1.491544
524090.000000,-1641890.442529,-3664875.100093,4939966.074091,2.035165,0.911215,1.033236,1.377639,1.491490
524091.000000,-1641890.491793,-3664875.371343,4939966.376761,1.645986,0.911186,1.033201,1.377593,1.491436
524093.000000,-1641890.759679,-3664875.782757,4939966.082883,1.606487,0.911126,1.033131,1.377501,1.491328
524094.000000,-1641890.588962,-3664875.968817,4939966.452732,1.567505,0.911097,1.033096,1.377456,1.491273
524095.000000,-1641890.862394,-3664875.908529,4939966.366315,1.430332,0.911067,1.033061,1.377410,1.491219
524096.000000,-1641891.149831,-3664875.683276,4939966.855733,1.231832,0.911037,1.033025,1.377364,1.491165
524098.000000,-1641890.897753,-3664875.961568,4939966.342652,1.486806,0.910978,1.032955,1.377271,1.491056
524099.000000,-1641890.249661,-3664875.205397,4939965.881213,2.184351,0.910948,1.032920,1.377225,1.491001
524100.000000,-1641890.397546,-3664874.727525,4939965.936812,2.460116,0.910918,1.032884,1.377179,1.490946
524101.000000,-1641890.737418,-3664875.194501,4939966.541067,1.768013,0.910888,1.032849,1.377133,1.490892
524103.000000,-1641890.797710,-3664875.701373,4939966.316815,1.462816,0.910829,1.032778,1.377040,1.490782
524104.000000,-1641890.688006,-3664875.457468,4939966.407240,1.628523,0.910799,1.032742,1.376994,1.490727
524105.000000,-1641890.567797,-3664875.815974,4939966.546153,1.308741,0.910769,1.032707,1.376947,1.490672
524106.000000,-1641890.251098,-3664875.639198,4939966.720231,1.447926,0.910739,1.032671,1.376900,1.490617
524108.000000,-1641890.753211,-3664876.038679,4939966.645340,1.094771,0.910679,1.032599,1.376807,1.490507
524109.000000,-1641890.691605,-3664875.993641,4939966.809066,1.211941,0.910649,1.032563,1.376760,1.490452
524110.000000,-1641890.110849,-3664875.101431,4939966.137909,2.093790,0.910619,1.032527,1.376714,1.490397
524112.000000,-1641890.355088,-3664875.661780,4939966.182858,1.821649,0.910560,1.032455,1.376620,1.490286
524113.000000,-1641890.346105,-3664875.876369,4939966.095337,1.637661,0.910530,1.032419,1.376573,1.490230
524114.000000,-1641890.495183,-3664875.907809,4939965.812639,1.731251,0.910500,1.032383,1.376526,1.490175
524115.000000,-1641891.225877,-3664876.288541,4939967.174160,0.957858,0.910469,1.032347,1.376479,1.490119
524117.000000,-1641891.013979,-3664876.224622,4939966.261479,1.540372,0.910409,1.032274,1.376385,1.490008
524118.000000,-1641890.636799,-3664875.932293,4939966.600515,1.337611,0.910379,1.032237,1.376337,1.489952
524119.000000,-1641890.944902,-3664876.336982,4939966.279813,1.314537,0.910349,1.032201,1.376290,1.489897
524120.000000,-1641890.432570,-3664876.052292,4939965.826426,1.724375,0.910319,1.032164,1.376243,1.489841
524122.000000,-1641890.642801,-3664875.419050,4939965.890305,1.835332,0.910259,1.032091,1.376148,1.489729
524123.000000,-1641890.820542,-3664875.634219,4939966.668075,1.452334,0.910229,1.032054,1.376100,1.489673
524124.000000,-1641891.084229,-3664875.821373,4939966.772040,1.169586,0.910198,1.032018,1.376053,1.489617
524125.000000,-1641890.981957,-3664876.071065,4939966.692986,1.075036,0.910168,1.031981,1.376005,1.489560
524127.000000,-1641890.718055,-3664876.491112,4939966.596280,0.958491,0.910108,1.031907,1.375910,1.489448
524128.000000,-1641890.365597,-3664875.726764,4939966.024864,1.838374,0.910077,1.031870,1.375862,1.489392
524129.000000,-1641890.157539,-3664875.473858,4939966.216871,1.870992,0.910047,1.031833,1.375814,1.489335
524131.000000,-1641890.207804,-3664875.441565,4939966.180180,1.831718,0.909987,1.031759,1.375719,1.489222
524132.000000,-1641890.010646,-3664875.498575,4939966.380231,1.926955,0.909956,1.031721,1.375671,1.489165
524133.000000,-1641889.967197,-3664875.717827,4939965.670923,2.132648,0.909926,1.031684,1.375622,1.489109
524134.000000,-1641890.363964,-3664875.844697,4939966.629201,1.468777,0.909896,1.031647,1.375574,1.489052
524136.000000,-1641890.035258,-3664875.967925,4939966.355823,1.548307,0.909835,1.031572,1.375478,1.488938
524137.000000,-1641889.773216,-3664875.973535,4939966.487591,1.548895,0.909804,1.031534,1.375430,1.488881
524138.000000,-1641890.026731,-3664875.871596,4939966.365295,1.756997,0.909774,1.031497,1.375381,1.488825
524139.000000,-1641890.477008,-3664876.595817,4939966.271397,1.231716,0.909744,1.031459,1.375333,1.488767
524141.000000,-1641890.715989,-3664876.158058,4939967.323037,0.721369,0.909683,1.031383,1.375236,1.488653
524142.000000,-1641889.924914,-3664875.508437,4939966.281384,1.832109,0.909652,1.031346,1.375188,1.488596
524143.000000,-1641889.983028,-3664875.854731,4939965.980801,1.636858,0.909622,1.031308,1.375139,1.488539
524144.000000,-1641889.762903,-3664875.387456,4939965.578395,2.297537,0.909591,1.031270,1.375090,1.488481
524146.000000,-1641890.231468,-3664875.574928,4939966.171251,1.714902,0.909530,1.031194,1.374993,1.488367
524147.000000,-1641890.488395,-3664875.954046,4939966.704276,1.354949,0.909499,1.031156,1.374944,1.488309
524148.000000,-1641890.196531,-3664875.731006,4939966.109256,1.819720,0.909469,1.031118,1.374895,1.488251
524150.000000,-1641890.621382,-3664876.558076,4939967.002784,0.911214,0.909408,1.031041,1.374797,1.488136
524151.000000,-1641890.560738,-3664876.080903,4939966.826916,1.081522,0.909377,1.031003,1.374748,1.488078
524152.000000,-1641890.437674,-3664875.854621,4939966.581955,1.334624,0.909346,1.030964,1.374699,1.488021
524153.000000,-1641890.904157,-3664876.213003,4939966.215256,1.224043,0.909316,1.030926,1.374650,1.487963
524155.000000,-1641891.460179,-3664876.594352,4939967.064499,0.599122,0.909254,1.030849,1.374552,1.487847
524156.000000,-1641891.145176,-3664876.288137,4939966.612562,0.777203,0.909223,1.030810,1.374502,1.487789
524157.000000,-1641891.437004,-3664877.111026,4939967.005453,0.289355,0.909193,1.030772,1.374453,1.487730
524158.000000,-1641890.957513,-3664876.573237,4939966.470122,0.812085,0.909162,1.030733,1.374404,1.487672
524160.000000,-1641891.336092,-3664876.950030,4939966.853557,0.548231,0.909100,1.030655,1.374305,1.487556
524161.000000,-1641890.775273,-3664876.537825,4939966.500826,1.076669,0.909070,1.030616,1.374255,1.487497
524162.000000,-1641890.722245,-3664876.568735,4939966.689262,0.916448,0.909039,1.030577,1.374206,1.487439
524163.000000,-1641891.046842,-3664876.831355,4939966.436660,0.779585,0.909008,1.030538,1.374156,1.487380
524165.000000,-1641890.610942,-3664876.196077,4939966.554672,1.218686,0.908946,1.030460,1.374056,1.487263
524166.000000,-1641890.575260,-3664876.264304,4939966.387100,1.388344,0.908915,1.030421,1.374007,1.487205
524167.000000,-1641890.514598,-3664876.390368,4939966.026989,1.538813,0.908884,1.030382,1.373957,1.487146
524169.000000,-1641890.372862,-3664876.373950,4939966.460340,1.259800,0.908823,1.030303,1.373857,1.487028
524170.000000,-1641889.935221,-3664875.873846,4939966.363152,1.748665,0.908792,1.030264,1.373807,1.486969
524171.000000,-1641890.006773,-3664876.000489,4939965.889674,1.768786,0.908761,1.030224,1.373757,1.486910
524172.000000,-1641889.732875,-3664875.474395,4939965.696864,2.006048,0.908730,1.030185,1.373707,1.486851
524174.000000,-1641889.694477,-3664875.426653,4939965.870913,1.882971,0.908668,1.030105,1.373606,1.486733
524175.000000,-1641889.263130,-3664875.280418,4939965.432624,2.407590,0.908637,1.030066,1.373556,1.486674
524176.000000,-1641888.628351,-3664874.916350,4939965.629763,2.783795,1.204962,1.191775,1.694775,1.847291
524177.000000,-1641888.748191,-3664874.759203,4939965.479642,2.614841,1.204958,1.191781,1.694776,1.847287
524179.000000,-1641888.259425,-3664874.917275,4939965.985232,2.535516,1.204949,1.191791,1.694777,1.847278
524180.000000,-1641888.860584,-3664875.051190,4939965.982638,2.471341,1.204945,1.191797,1.694778,1.847273
524181.000000,-1641888.764771,-3664875.057230,4939966.194324,2.087388,1.204941,1.191802,1.694779,1.847268
524182.000000,-1641888.721065,-3664875.053497,4939966.339317,2.349380,1.204936,1.191807,1.694779,1.847263
524184.000000,-1641888.700365,-3664874.535037,4939966.258445,2.435875,1.204928,1.191817,1.694780,1.847253
524185.000000,-1641888.458726,-3664874.508143,4939966.212348,2.515043,1.204923,1.191822,1.694780,1.847248
524186.000000,-1641888.524136,-3664874.430367,4939965.878055,2.732619,1.204919,1.191827,1.694781,1.847243
524188.000000,-1641888.488728,-3664874.443375,4939965.748749,2.829552,1.204910,1.191836,1.694781,1.847232
524189.000000,-1641888.471696,-3664874.205516,4939965.843786,2.853269,1.204905,1.191841,1.694781,1.847226
524190.000000,-1641888.422188,-3664874.596786,4939966.369038,2.282257,1.204901,1.191845,1.694781,1.847221
524191.000000,-1641888.365783,-3664874.088823,4939965.761351,2.855665,1.204896,1.191850,1.694780,1.847215
524193.000000,-1641888.609661,-3664874.798219,4939965.939887,2.501324,1.204887,1.191859,1.694780,1.847203
524194.000000,-1641888.481216,-3664874.644899,4939965.687172,2.886233,1.204882,1.191863,1.694779,1.847197
524195.000000,-1641888.687343,-3664874.747366,4939966.072246,2.552199,1.204877,1.191867,1.694779,1.847191
524196.000000,-1641888.201654,-3664874.587784,4939965.815786,2.750342,1.204872,1.191871,1.694778,1.847185
524198.000000,-1641888.375961,-3664875.010036,4939966.121584,2.496035,1.204862,1.191879,1.694777,1.847172
524199.000000,-1641888.842261,-3664875.279045,4939966.258952,2.020537,1.204857,1.191882,1.694776,1.847166
524200.000000,-1641888.496054,-3664874.613286,4939966.082454,2.739895,1.204852,1.191886,1.694775,1.847159
524201.000000,-1641888.425405,-3664874.771129,4939965.880761,2.629712,1.204847,1.191890,1.694774,1.847152
524203.000000,-1641888.583270,-3664874.048980,4939965.621062,3.001834,1.204837,1.191897,1.694772,1.847139
524204.000000,-1641888.633878,-3664874.304223,4939965.252270,3.223131,1.204832,1.191900,1.694770,1.847132
524205.000000,-1641888.747527,-3664874.747435,4939965.416327,2.754027,1.204827,1.191904,1.694769,1.847125
524207.000000,-1641888.516971,-3664874.300437,4939965.543379,2.882522,1.204816,1.191910,1.694766,1.847110
524208.000000,-1641888.429306,-3664874.115957,4939965.468898,3.019696,1.204811,1.191913,1.694764,1.847103
524209.000000,-1641888.127875,-3664874.228879,4939965.299118,3.126229,1.204806,1.191916,1.694763,1.847095
524210.000000,-1641888.162390,-3664873.949700,4939965.456948,3.203488,1.204800,1.191919,1.694761,1.847088
524212.000000,-1641888.487065,-3664874.189782,4939965.781955,2.998416,1.204789,1.191924,1.694757,1.847072
524213.000000,-1641888.767394,-3664874.475692,4939965.957055,2.741243,1.204784,1.191927,1.694755,1.847064
524214.000000,-1641888.521707,-3664874.415027,4939965.719140,2.690346,1.204778,1.191930,1.694753,1.847056
524215.000000,-1641888.591451,-3664874.463744,4939965.878115,2.622568,1.204773,1.191932,1.694751,1.847048
524217.000000,-1641888.549473,-3664874.436597,4939965.607411,2.774839,1.204761,1.191937,1.694746,1.847032
524218.000000,-1641888.410761,-3664874.696550,4939965.545799,2.743282,1.204756,1.191939,1.694744,1.847024
524219.000000,-1641888.837218,-3664874.613015,4939966.207763,2.412153,1.204750,1.191941,1.694741,1.847015
524220.000000,-1641888.572100,-3664874.290399,4939965.891581,2.820607,1.204744,1.191944,1.694738,1.847007
524222.000000,-1641888.604482,-3664874.622439,4939965.956438,2.631698,1.204733,1.191947,1.694733,1.846989
524223.000000,-1641888.682138,-3664874.559793,4939966.060272,2.744629,1.204727,1.191949,1.694730,1.846981
524224.000000,-1641888.474289,-3664874.961196,4939966.121105,2.485449,1.204721,1.191951,1.694727,1.846972
524227.000000,-1641888.579821,-3664874.512908,4939966.277738,2.404027,1.204703,1.191956,1.694718,1.846944
524228.000000,-1641888.638718,-3664874.489381,4939965.715207,2.745067,1.204697,1.191957,1.694714,1.846935
524229.000000,-1641888.569244,-3664874.602823,4939965.841460,2.608156,1.204691,1.191959,1.694711,1.846926
524231.000000,-1641888.278273,-3664873.802273,4939965.606297,3.298510,1.204678,1.191961,1.694704,1.846907
524232.000000,-1641888.218189,-3664873.550615,4939965.404500,3.416283,1.204672,1.191963,1.694700,1.846897
524233.000000,-1641888.500550,-3664874.027774,4939965.610071,3.015767,1.204666,1.191964,1.694697,1.846887
524234.000000,-1641888.449047,-3664873.671102,4939965.713915,3.118954,1.204660,1.191965,1.694693,1.846877
524236.000000,-1641888.382009,-3664873.366366,4939965.504319,3.188299,1.204647,1.191966,1.694685,1.846857
524237.000000,-1641888.747323,-3664874.275291,4939965.580767,2.902960,1.204640,1.191967,1.694681,1.846847
524238.000000,-1641888.859189,-3664874.499737,4939965.827293,2.657668,1.204634,1.191968,1.694677,1.846837
524239.000000,-1641888.969204,-3664874.856404,4939966.437093,2.196157,1.204627,1.191968,1.694673,1.846827
524241.000000,-1641888.909633,-3664874.935743,4939966.269090,2.015273,1.204614,1.191969,1.694664,1.846806
524242.000000,-1641888.715625,-3664874.597991,4939966.368511,2.257542,1.204608,1.191969,1.694659,1.846795
524243.000000,-1641888.673943,-3664874.981840,4939966.348316,2.198485,1.204601,1.191970,1.694655,1.846784
524246.000000,-1641888.832982,-3664874.509621,4939966.090718,2.521914,1.204581,1.191970,1.694641,1.846751
524247.000000,-1641888.852562,-3664874.836084,4939966.365093,2.200237,1.204574,1.191970,1.694636,1.846740
524248.000000,-1641889.388052,-3664875.019172,4939966.604290,1.788075,1.204567,1.191970,1.694631,1.846729
524250.000000,-1641888.824611,-3664874.140820,4939966.156479,2.461812,1.204553,1.191969,1.694621,1.846706
524251.000000,-1641888.938361,-3664874.681053,4939965.932971,2.492768,1.204546,1.191969,1.694615,1.846695
524252.000000,-1641888.812462,-3664874.428911,4939965.904681,2.617689,1.204539,1.191968,1.694610,1.846683
524253.000000,-1641888.879588,-3664874.522987,4939965.982891,2.760218,1.204532,1.191968,1.694605,1.846672
524255.000000,-1641888.838147,-3664874.514089,4939965.561277,2.782463,1.204518,1.191966,1.694594,1.846648
524256.000000,-1641889.406816,-3664875.089821,4939966.741967,1.756163,1.204511,1.191966,1.694588,1.846636
524257.000000,-1641889.102809,-3664875.374972,4939966.935230,1.610680,1.204504,1.191965,1.694582,1.846624
524258.000000,-1641888.969974,-3664875.175046,4939966.168633,2.082609,1.204496,1.191964,1.694576,1.846612
524260.000000,-1641888.972436,-3664874.774855,4939966.381685,2.224807,1.204482,1.191962,1.694565,1.846587
524261.000000,-1641889.035337,-3664875.054897,4939966.741186,1.842313,1.204474,1.191960,1.694559,1.846575
524262.000000,-1641889.402666,-3664875.431687,4939966.728183,1.774723,1.204467,1.191959,1.694552,1.846562
524265.000000,-1641888.898742,-3664874.908992,4939966.448212,2.075174,1.204445,1.191955,1.694533,1.846524
524266.000000,-1641889.074638,-3664874.583811,4939966.203389,2.242369,1.204437,1.191953,1.694527,1.846511
524267.000000,-1641889.001475,-3664874.501754,4939965.828158,2.514359,1.204430,1.191952,1.694520,1.846498
524269.000000,-1641888.883847,-3664874.921111,4939965.976780,2.446731,1.204414,1.191948,1.694507,1.846472
524270.000000,-1641889.274848,-3664875.284310,4939966.233069,2.027162,1.204407,1.191946,1.694500,1.846458
524271.000000,-1641891.294394,-3664877.000976,4939967.234734,0.354995,0.905581,1.025994,1.368481,1.480715
524272.000000,-1641891.065933,-3664876.761956,4939966.822237,0.557355,0.905548,1.025949,1.368425,1.480650
524274.000000,-1641891.562534,-3664876.959280,4939967.355035,0.269420,0.905483,1.025858,1.368314,1.480520
524275.000000,-1641891.310398,-3664877.101445,4939967.172477,0.293899,0.905450,1.025813,1.368259,1.480455
524276.000000,-1641891.236130,-3664876.716867,4939966.795289,0.510043,0.905417,1.025768,1.368203,1.480390
524277.000000,-1641890.934634,-3664876.803077,4939967.189871,0.341947,0.905385,1.025722,1.368148,1.480325
524279.000000,-1641891.075120,-3664876.736433,4939967.516295,0.437298,0.905319,1.025631,1.368036,1.480195
524280.000000,-1641891.010043,-3664876.319331,4939967.273727,0.533903,0.905287,1.025586,1.367980,1.480129
524281.000000,-1641890.675910,-3664876.708313,4939967.079792,0.612297,0.905254,1.025540,1.367925,1.480064
524284.000000,-1641890.159027,-3664876.141612,4939967.065208,1.135408,0.905156,1.025403,1.367757,1.479867
524285.000000,-1641890.401306,-3664876.513966,4939967.535858,0.621487,0.905123,1.025358,1.367701,1.479802
524286.000000,-1641890.335650,-3664876.601652,4939966.905060,0.783432,0.905090,1.025312,1.367645,1.479736
524288.000000,-1641889.779705,-3664875.573226,4939966.901997,1.329382,0.905024,1.025220,1.367532,1.479604
524289.000000,-1641890.063351,-3664876.133527,4939966.833217,1.118774,0.904991,1.025174,1.367476,1.479539
524290.000000,-1641890.163853,-3664875.960444,4939966.554175,1.297578,0.904958,1.025128,1.367420,1.479473
524291.000000,-1641889.894002,-3664875.299019,4939966.678910,1.458730,0.904926,1.025082,1.367363,1.479407
524292.000000,-1641889.597288,-3664875.271768,4939966.674752,1.666527,0.904893,1.025036,1.367307,1.479341
524293.000000,-1641889.608264,-3664875.332995,4939966.301960,1.782356,0.904860,1.024989,1.367251,1.479275
524294.000000,-1641889.679177,-3664875.704827,4939966.890782,1.412640,0.904827,1.024943,1.367194,1.479209
524295.000000,-1641890.110593,-3664875.855526,4939966.879087,1.222989,0.904794,1.024897,1.367137,1.479142
524296.000000,-1641890.072104,-3664875.617695,4939967.011399,1.229370,0.904761,1.024850,1.367081,1.479076
524297.000000,-1641890.228460,-3664876.251466,4939967.027552,0.889218,0.904728,1.024804,1.367024,1.479010
524298.000000,-1641890.780137,-3664876.721891,4939967.201062,0.523114,0.904695,1.024757,1.366967,1.478943
524299.000000,-1641890.335981,-3664876.991791,4939967.228109,0.498705,0.904662,1.024711,1.366911,1.478877
524300.000000,-1641890.451848,-3664876.513993,4939967.201840,0.650775,0.904629,1.024664,1.366854,1.478810
524301.000000,-1641890.839507,-3664877.156132,4939967.221905,0.225295,0.904596,1.024617,1.366797,1.478744
524302.000000,-1641890.593736,-3664876.475288,4939967.250184,0.669177,0.904563,1.024571,1.366740,1.478677
524303.000000,-1641890.828335,-3664876.186367,4939967.461890,0.488965,0.904529,1.024524,1.366683,1.478611
524304.000000,-1641891.174372,-3664876.871802,4939967.653170,0.023756,0.904496,1.024477,1.366626,1.478544
524305.000000,-1641891.752790,-3664877.201839,4939968.154363,-0.332605,0.904463,1.024430,1.366569,1.478477
524306.000000,-1641891.435117,-3664877.474067,4939968.224767,-0.337028,0.904430,1.024383,1.366512,1.478410
524307.000000,-1641891.004574,-3664876.788664,4939966.924951,0.501782,0.904397,1.024336,1.366455,1.478344
524308.000000,-1641891.173388,-3664877.302318,4939967.577696,-0.026163,0.904364,1.024289,1.366398,1.478277
524309.000000,-1641891.917714,-3664877.487421,4939967.542744,-0.375010,0.904331,1.024242,1.366340,1.478210
524310.000000,-1641891.614176,-3664877.190758,4939967.456198,0.033166,0.904297,1.024195,1.366283,1.478143
524311.000000,-1641890.982464,-3664876.674259,4939966.967635,0.625042,0.904264,1.024148,1.366226,1.478076
524312.000000,-1641891.074521,-3664876.886980,4939967.453671,0.339038,0.904231,1.024101,1.366168,1.478008
524313.000000,-1641890.522619,-3664876.775261,4939967.169411,0.493991,0.904198,1.024053,1.366111,1.477941
524314.000000,-1641890.805106,-3664876.676767,4939967.266035,0.404369,0.904165,1.024006,1.366053,1.477874
524315.000000,-1641890.879618,-3664877.089838,4939967.295238,0.124982,0.904131,1.023959,1.365996,1.477807
524316.000000,-1641890.857635,-3664876.864741,4939967.121770,0.277998,0.904098,1.023911,1.365938,1.477739
524317.000000,-1641890.443938,-3664876.664290,4939967.636533,0.362454,0.904065,1.023864,1.365881,1.477672
524318.000000,-1641890.714268,-3664875.992240,4939967.946899,0.372005,0.904031,1.023816,1.365823,1.477604
524319.000000,-1641890.618231,-3664875.899337,4939967.005543,0.911549,0.903998,1.023769,1.365765,1.477537
524320.000000,-1641890.847547,-3664876.605643,4939967.929287,0.246873,0.903965,1.023721,1.365707,1.477469
524321.000000,-1641890.820668,-3664876.858819,4939967.206253,0.376825,0.903931,1.023673,1.365649,1.477402
524322.000000,-1641891.263070,-3664877.260210,4939967.390371,0.138689,0.903898,1.023625,1.365592,1.477334
524323.000000,-1641891.092010,-3664877.374890,4939967.327193,0.147812,0.903865,1.023578,1.365534,1.477266
524324.000000,-1641891.296630,-3664877.324918,4939967.635265,0.129173,0.903831,1.023530,1.365476,1.477198
524325.000000,-1641891.098311,-3664877.360263,4939967.725922,-0.122020,0.903798,1.023482,1.365418,1.477130
524326.000000,-1641890.688772,-3664877.180810,4939967.086022,0.343043,0.903764,1.023434,1.365359,1.477063
524327.000000,-1641890.636028,-3664877.053481,4939967.450352,0.407916,0.903731,1.023386,1.365301,1.476995
524328.000000,-1641890.181680,-3664876.419050,4939967.043469,0.854742,0.903697,1.023338,1.365243,1.476927
524329.000000,-1641890.862284,-3664876.881234,4939967.595971,0.476623,0.903664,1.023289,1.365185,1.476858
524330.000000,-1641890.558607,-3664876.801712,4939967.225614,0.468838,0.903630,1.023241,1.365127,1.476790
524331.000000,-1641890.448214,-3664876.582917,4939967.155051,0.583465,0.903597,1.023193,1.365068,1.476722
524332.000000,-1641890.048860,-3664875.882925,4939967.116185,1.107443,0.903563,1.023145,1.365010,1.476654
524333.000000,-1641890.130790,-3664876.374809,4939967.348086,0.939182,0.903530,1.023096,1.364951,1.476586
524334.000000,-1641890.396410,-3664876.387049,4939967.189775,0.813196,0.903496,1.023048,1.364893,1.476517
524335.000000,-1641890.643267,-3664876.284065,4939967.478114,0.643562,0.903463,1.022999,1.364834,1.476449
524336.000000,-1641890.602325,-3664876.290187,4939967.305957,0.768876,0.903429,1.022951,1.364776,1.476380
524337.000000,-1641890.773467,-3664876.950289,4939967.508545,0.228737,0.903395,1.022902,1.364717,1.476312
524338.000000,-1641891.485491,-3664877.033226,4939968.198571,-0.206837,0.903362,1.022854,1.364658,1.476243
524339.000000,-1641891.680690,-3664877.386399,4939967.423959,-0.026232,0.903328,1.022805,1.364600,1.476174
524340.000000,-1641891.244831,-3664877.605237,4939967.272489,-0.150528,0.903295,1.022756,1.364541,1.476106
524341.000000,-1641891.449385,-3664876.991949,4939967.530663,0.012131,0.903261,1.022708,1.364482,1.476037
524342.000000,-1641890.999028,-3664877.146882,4939967.627782,0.028661,0.903227,1.022659,1.364423,1.475968
524343.000000,-1641891.539635,-3664876.910349,4939967.843519,-0.087181,0.903194,1.022610,1.364364,1.475899
524344.000000,-1641891.178672,-3664876.804785,4939967.773404,-0.004970,0.903160,1.022561,1.364305,1.475830
524345.000000,-1641890.955720,-3664877.186040,4939967.378740,0.259158,0.903126,1.022512,1.364246,1.475762
524346.000000,-1641890.775426,-3664876.768452,4939967.421070,0.490541,0.903092,1.022463,1.364187,1.475693
524347.000000,-1641890.367063,-3664876.728414,4939967.765147,0.407153,0.903059,1.022414,1.364128,1.475623
524348.000000,-1641890.385958,-3664876.757610,4939967.114203,0.740807,0.903025,1.022365,1.364069,1.475554
